Gene 1,Gene 2,Confidence Score
SPU_028255,SPU_010403,0.054899531
SPU_018056,SPU_015071_1,0.054872224
SPU_006462,SPU_017348,0.054841175
SPU_000485,SPU_011576,0.054830224
SPU_014836,SPU_013015,0.054828838
SPU_009876,SPU_023065,0.054791967
SPU_023090,SPU_007203,0.054727372
SPU_000440,SPU_006753,0.05472363
SPU_018056,SPU_007203,0.054707412
SPU_028120,SPU_015108,0.054705887
SPU_017635,SPU_005358,0.054702144
SPU_014332,SPU_018483,0.054522361
SPU_014332,SPU_008377_2,0.054509609
SPU_010351,SPU_014197,0.054490896
SPU_015908,SPU_000757,0.054484242
SPU_000276,SPU_019656,0.054476896
SPU_018391,SPU_004621,0.054474401
SPU_022049,SPU_000310,0.054456935
SPU_017404,SPU_006421,0.054425054
SPU_020123,SPU_009178,0.054415767
SPU_017837,SPU_007317,0.054413965
SPU_022049,SPU_025010,0.054400381
SPU_014802,SPU_016045,0.054396915
SPU_017579,SPU_012913,0.054356856
SPU_012648_1,SPU_002662_1,0.05435339
SPU_012469,SPU_026962,0.054307509
SPU_022820,SPU_027362,0.054272162
SPU_004702,SPU_003490,0.054202439
SPU_002320,SPU_014793,0.054180261
SPU_026763,SPU_014131,0.054169449
SPU_018483,SPU_017348,0.054160855
SPU_002592,SPU_009771,0.054144498
SPU_016881,SPU_016786,0.054067013
SPU_006312,SPU_010722,0.054060082
SPU_025113,SPU_002662_1,0.054055785
SPU_019290,SPU_006637,0.054015171
SPU_020123,SPU_011174,0.054014894
SPU_006462,SPU_013140,0.053987587
SPU_012469,SPU_014643,0.05397026
SPU_020565,SPU_006637,0.053950854
SPU_010295,SPU_006753,0.053945864
SPU_003704,SPU_007203,0.053924794
SPU_012490,SPU_022049,0.053899566
SPU_022846,SPU_011576,0.053881408
SPU_003595,SPU_022242,0.053873368
SPU_006421,SPU_000440,0.053861725
SPU_014332,SPU_000440,0.053853685
SPU_013305,SPU_024953,0.053839823
SPU_016881,SPU_023813,0.05381917
SPU_017725,SPU_002662_1,0.053772873
SPU_007644,SPU_015071_1,0.053758734
SPU_025584,SPU_010722,0.053752219
SPU_025346,SPU_012384,0.05374612
SPU_003470,SPU_006421,0.053728932
SPU_019290,SPU_004599,0.053718397
SPU_012648,SPU_015605,0.053708694
SPU_009831,SPU_007011,0.053699546
SPU_008845,SPU_028030,0.053669189
SPU_017348,SPU_024610,0.053664753
SPU_021192,SPU_000276,0.053634813
SPU_006753,SPU_012490,0.053628575
SPU_003470,SPU_022163,0.053607644
SPU_002603,SPU_023065,0.05357299
SPU_002874,SPU_017470,0.053568832
SPU_007644,SPU_012948,0.053554693
SPU_023730,SPU_020680,0.05354305
SPU_025584,SPU_025346,0.053517822
SPU_022846,SPU_000276,0.053497446
SPU_017837,SPU_000922,0.053464178
SPU_024139,SPU_015108,0.053459049
SPU_012491,SPU_014197,0.053443663
SPU_023037,SPU_002791,0.053385861
SPU_023177,SPU_015982,0.053368395
SPU_018393,SPU_000749,0.053367425
SPU_014332,SPU_010722,0.053352455
SPU_000440,SPU_024903,0.053293544
SPU_018355,SPU_007203,0.053291326
SPU_026465,SPU_010329,0.053215642
SPU_027235,SPU_000424,0.053181266
SPU_012772,SPU_011174,0.053172949
SPU_022163,SPU_008377_2,0.053161721
SPU_011189,SPU_008563,0.053157285
SPU_011189,SPU_004723,0.053151464
SPU_017635,SPU_003084,0.053086869
SPU_016881,SPU_027362,0.053084513
SPU_018744,SPU_014588,0.053077998
SPU_005572,SPU_022916,0.052976948
SPU_019290,SPU_000749,0.052966136
SPU_024877,SPU_015108,0.052943126
SPU_016786,SPU_000276,0.05292469
SPU_000739,SPU_016016,0.052923443
SPU_023090,SPU_015071_1,0.052916651
SPU_002874,SPU_008563,0.05286966
SPU_022163,SPU_012490,0.052869522
SPU_026465,SPU_011001,0.052853997
SPU_028827,SPU_009079_1,0.052842215
SPU_022678,SPU_007203,0.052796333
SPU_020637,SPU_011576,0.052783442
SPU_019002,SPU_023014,0.052762789
SPU_012384,SPU_010295,0.052739224
SPU_022820,SPU_008563,0.052728689
SPU_012490,SPU_022916,0.052689461
SPU_018581,SPU_007108,0.052679481
SPU_018126,SPU_014197,0.052663818
SPU_024903,SPU_028093,0.052658412
SPU_015358,SPU_011064,0.05265356
SPU_006808,SPU_022916,0.052630828
SPU_008528,SPU_004621,0.052608233
SPU_026465,SPU_011635,0.052592709
SPU_023177,SPU_011271,0.052524372
SPU_015772,SPU_006637,0.052521599
SPU_012546,SPU_000861,0.052489163
SPU_013689_1,SPU_004287,0.052470173
SPU_011297,SPU_015719,0.052447025
SPU_020722,SPU_011189,0.052428589
SPU_004217,SPU_009831,0.05237342
SPU_018392,SPU_010426,0.052368985
SPU_022678,SPU_004702,0.052288172
SPU_004723,SPU_009053,0.052226628
SPU_024093,SPU_015767,0.05221734
SPU_016443,SPU_016881,0.052200152
SPU_007611,SPU_014923,0.052103122
SPU_002874,SPU_027912_1,0.052024943
SPU_008936,SPU_026277,0.052021339
SPU_011635,SPU_003470,0.051981003
SPU_002129,SPU_008196_1,0.051980725
SPU_017106,SPU_021119,0.051929715
SPU_014802,SPU_019656,0.051912666
SPU_017379,SPU_015712,0.051906567
SPU_028827,SPU_024903,0.051854586
SPU_017837,SPU_002662_1,0.0518532
SPU_011297,SPU_015640,0.051820348
SPU_007262,SPU_015605,0.051788883
SPU_013689,SPU_014131,0.051780982
SPU_015358,SPU_006803,0.051767813
SPU_002592,SPU_014131,0.051729417
SPU_012253,SPU_014643,0.051680486
SPU_027053,SPU_006420,0.051676466
SPU_024139,SPU_007599,0.051672447
SPU_018392,SPU_010698,0.051626704
SPU_015984,SPU_002320,0.051602169
SPU_009831,SPU_010329,0.051584288
SPU_003166,SPU_026877,0.051570426
SPU_004702,SPU_007624,0.051568624
SPU_016881,SPU_009474,0.05156405
SPU_023730,SPU_015640,0.051542703
SPU_015640,SPU_016449,0.051532446
SPU_008117,SPU_015605,0.051524961
SPU_005358,SPU_012912,0.051511238
SPU_011635,SPU_013902,0.051488089
SPU_025346,SPU_015071,0.051480604
SPU_006312,SPU_017725,0.05147104
SPU_001262,SPU_007624,0.051445535
SPU_012546,SPU_017725,0.051422525
SPU_007981,SPU_006420,0.051398129
SPU_018391,SPU_011189,0.051382326
SPU_024139,SPU_006637,0.051317039
SPU_012384,SPU_014643,0.0513169
SPU_018581,SPU_014131,0.051306227
SPU_026205,SPU_014131,0.051302484
SPU_012469,SPU_006312,0.051289871
SPU_020124,SPU_021172,0.051265197
SPU_011635,SPU_019652,0.0512469
SPU_016443,SPU_011576,0.051235395
SPU_013689_1,SPU_015071,0.051227078
SPU_012384,SPU_020282,0.051217375
SPU_027053,SPU_005035,0.051182167
SPU_001262_1,SPU_007624,0.051174821
SPU_012772,SPU_002815,0.051172464
SPU_000276,SPU_015719,0.05117191
SPU_001998,SPU_012491,0.051051592
SPU_004217,SPU_007203,0.051042998
SPU_002816,SPU_000749,0.05103676
SPU_008528,SPU_006420,0.051035374
SPU_020123,SPU_020565,0.051000305
SPU_018056,SPU_004702,0.05099781
SPU_018744,SPU_018850,0.050971473
SPU_000424,SPU_004287,0.050938206
SPU_014836,SPU_000440,0.050897037
SPU_016449,SPU_011315,0.050847552
SPU_011189,SPU_009831,0.050793353
SPU_002791,SPU_027969,0.05079266
SPU_007262,SPU_010458,0.050775611
SPU_003470,SPU_010329,0.050723076
SPU_006803,SPU_006991,0.050719472
SPU_009831,SPU_008845,0.050707135
SPU_001262_1,SPU_014131,0.050703115
SPU_021172,SPU_024189,0.050693967
SPU_025346,SPU_011130,0.050688838
SPU_013119,SPU_020637,0.050663887
SPU_027472,SPU_015640,0.050655709
SPU_014802,SPU_011576,0.050634917
SPU_025590,SPU_022163,0.050620085
SPU_012648_1,SPU_006312,0.050614956
SPU_007644,SPU_008845,0.050605669
SPU_002592,SPU_009756,0.050587927
SPU_012648,SPU_010625,0.050549115
SPU_008117,SPU_002631,0.050535946
SPU_002634,SPU_014197,0.050511273
SPU_027774,SPU_017470,0.050466639
SPU_018483,SPU_003179,0.05045957
SPU_017837,SPU_009053,0.050450421
SPU_017837,SPU_000540,0.05044252
SPU_026465,SPU_007203,0.05042852
SPU_015908,SPU_012645,0.050421866
SPU_023090,SPU_010329,0.050421589
SPU_008936,SPU_015640,0.050412995
SPU_014793,SPU_019508,0.050398025
SPU_008845,SPU_010698,0.050392064
SPU_022816,SPU_026877,0.050283945
SPU_021608,SPU_000509,0.050282282
SPU_016881,SPU_001628,0.050276598
SPU_025113,SPU_022633,0.050220459
SPU_018908,SPU_024903,0.050192043
SPU_002874,SPU_027912,0.050165568
SPU_023037,SPU_000922,0.050160301
SPU_021557,SPU_022916,0.050141588
SPU_007147,SPU_006583,0.050123707
SPU_000739,SPU_009079_1,0.050122459
SPU_023037,SPU_006420,0.05011733
SPU_019002,SPU_000424,0.050091687
SPU_012648_1,SPU_025590,0.050085449
SPU_017635,SPU_002662_1,0.050069647
SPU_006312,SPU_008377_2,0.050029865
SPU_021192,SPU_016881,0.050011013
SPU_009831,SPU_011001,0.049976498
SPU_006462,SPU_022049,0.049944339
SPU_007644,SPU_025848,0.049833725
SPU_014576,SPU_009876,0.049811824
SPU_023037,SPU_022487,0.049783546
SPU_008112,SPU_018483,0.049780081
SPU_015772,SPU_015640,0.049735031
SPU_005358,SPU_025584,0.049714101
SPU_018483,SPU_013140_1,0.049703011
SPU_014722,SPU_002874,0.049697051
SPU_000757,SPU_020680,0.049686655
SPU_024877,SPU_015640,0.049678338
SPU_012253,SPU_000424,0.049676536
SPU_006803,SPU_013202,0.049663506
SPU_013119,SPU_026099,0.04966018
SPU_003102,SPU_014923,0.049659764
SPU_024189,SPU_010635,0.049657407
SPU_012772,SPU_024139,0.049647981
SPU_018056,SPU_011001,0.049644932
SPU_019366,SPU_001657,0.049635783
SPU_012203,SPU_009048,0.049617348
SPU_024189,SPU_020565,0.049570773
SPU_012546,SPU_011189,0.04954305
SPU_027969,SPU_006583,0.049541664
SPU_027472,SPU_006637,0.049524892
SPU_013689_1,SPU_002320,0.049504377
SPU_018797,SPU_022817,0.049485109
SPU_003470,SPU_007262,0.049479565
SPU_008117,SPU_007317,0.049460159
SPU_019290,SPU_001657,0.049453644
SPU_016881,SPU_014418,0.049430911
SPU_017837,SPU_004723,0.049430079
SPU_003102,SPU_015605,0.049428139
SPU_014418,SPU_011576,0.049403881
SPU_018355_1,SPU_007203,0.049371861
SPU_020123,SPU_013967,0.049364653
SPU_018391,SPU_006420,0.049334851
SPU_008752,SPU_003586,0.049321821
SPU_006462,SPU_013140_1,0.049274138
SPU_009876,SPU_015712,0.049247801
SPU_003166,SPU_012491,0.049238514
SPU_021608,SPU_014643,0.049222851
SPU_021557,SPU_007315,0.049199563
SPU_011174,SPU_000669,0.049182653
SPU_001113,SPU_015640,0.049173227
SPU_004148,SPU_008563,0.049150771
SPU_008117_1,SPU_022633,0.049149662
SPU_000739,SPU_012786,0.049125405
SPU_005358,SPU_007957,0.049122355
SPU_004723,SPU_010458,0.049112514
SPU_026633,SPU_014576,0.049102395
SPU_003102,SPU_009053,0.049101424
SPU_009048,SPU_015108,0.049097127
SPU_014418,SPU_015640,0.049095048
SPU_007644,SPU_006420,0.049081464
SPU_020565,SPU_011271,0.049075503
SPU_007599,SPU_011576,0.04905887
SPU_008117_1,SPU_000440,0.049037939
SPU_007981,SPU_007611,0.049026988
SPU_013569,SPU_015374,0.049026573
SPU_028255,SPU_024189,0.049026157
SPU_004217,SPU_027912,0.049025879
SPU_014628,SPU_023386,0.049005365
SPU_000749,SPU_006004,0.049004533
SPU_019366,SPU_004599,0.048993028
SPU_015908,SPU_002815,0.048988454
SPU_011189,SPU_003470,0.04897778
SPU_018581,SPU_002467,0.048969048
SPU_004723,SPU_022487,0.048940909
SPU_012648,SPU_006420,0.048934255
SPU_015243,SPU_024903,0.048905562
SPU_015772,SPU_004599,0.048902513
SPU_028827,SPU_016016,0.048881443
SPU_006787,SPU_011576,0.048836255
SPU_003102,SPU_022633,0.048831265
SPU_018355,SPU_025848,0.048815047
SPU_002677,SPU_014197,0.048794809
SPU_002129,SPU_028827,0.048791898
SPU_012648,SPU_000540,0.048783304
SPU_018391,SPU_012648,0.048748373
SPU_011189,SPU_002467,0.048743383
SPU_028255,SPU_028093,0.048738947
SPU_009831,SPU_008563,0.048729799
SPU_008112,SPU_022916,0.048727442
SPU_023730,SPU_011271,0.048719819
SPU_012648,SPU_009053,0.04871663
SPU_002874,SPU_012948,0.048716076
SPU_012648,SPU_000922,0.04869071
SPU_001262,SPU_014588,0.048652452
SPU_024903,SPU_022817,0.048620709
SPU_028120,SPU_006637,0.048619739
SPU_012253,SPU_015243,0.048612392
SPU_015767,SPU_018954,0.048609204
SPU_010351,SPU_021726,0.048597699
SPU_003704,SPU_025848,0.048569145
SPU_022163,SPU_000861,0.048541699
SPU_011297,SPU_001628,0.048539204
SPU_013047,SPU_006637,0.048526451
SPU_018056,SPU_025848,0.04851758
SPU_004021,SPU_016449,0.04850358
SPU_017106,SPU_028120,0.048494293
SPU_021210,SPU_024953,0.048481956
SPU_016523,SPU_020680,0.048453956
SPU_007644,SPU_007203,0.048452154
SPU_027235,SPU_004287_1,0.048387421
SPU_016881,SPU_014802,0.048374253
SPU_006808,SPU_002320,0.04835554
SPU_024903,SPU_026962,0.048325737
SPU_002791,SPU_006420,0.048306331
SPU_002129,SPU_023014,0.048300232
SPU_002791,SPU_027912_1,0.048293995
SPU_001998,SPU_025010,0.048259064
SPU_028120,SPU_021119,0.048247282
SPU_025113,SPU_008563,0.048234945
SPU_027053,SPU_019652,0.048229678
SPU_021557,SPU_009911,0.048226767
SPU_025584,SPU_011687,0.048205559
SPU_014332,SPU_016272,0.048170489
SPU_012648_1,SPU_022633,0.048157737
SPU_020565,SPU_015640,0.048156073
SPU_014793,SPU_007262,0.048152469
SPU_023037,SPU_023090,0.048151222
SPU_027053,SPU_008377,0.048119202
SPU_021608,SPU_024903,0.048117677
SPU_006583,SPU_011174,0.048109222
SPU_006583,SPU_003179,0.048106865
SPU_002874,SPU_027969,0.048093281
SPU_015358,SPU_007317,0.048068746
SPU_006991,SPU_028827,0.048068469
SPU_002320,SPU_015243,0.048034093
SPU_014802,SPU_012050,0.048032845
SPU_008117,SPU_022633,0.048032013
SPU_028583,SPU_013047,0.048028132
SPU_008528,SPU_011189,0.048026746
SPU_026205,SPU_013140,0.04801538
SPU_023090,SPU_010329_1,0.047989597
SPU_004702,SPU_007203,0.04795328
SPU_002874,SPU_006420,0.047903795
SPU_002129,SPU_022916,0.047898528
SPU_015243,SPU_004287_1,0.047876904
SPU_005435,SPU_022242,0.047870389
SPU_025113,SPU_003470,0.047856943
SPU_027214,SPU_003586,0.047847933
SPU_011189,SPU_019652,0.047831854
SPU_013119,SPU_007599,0.047830884
SPU_009642,SPU_011001,0.047796369
SPU_012469,SPU_025590,0.04779221
SPU_012914,SPU_016272,0.047758943
SPU_004723,SPU_012948,0.047748547
SPU_023177,SPU_021726,0.047736764
SPU_020123,SPU_006242,0.04769518
SPU_014802,SPU_001657,0.047693794
SPU_004723,SPU_005035,0.047689358
SPU_013015,SPU_024189,0.047661774
SPU_024189,SPU_030148,0.047644031
SPU_016786,SPU_000749,0.047628784
SPU_028120,SPU_020637,0.047621992
SPU_017407,SPU_014588,0.047621298
SPU_024139,SPU_011576,0.047590387
SPU_018908,SPU_009771,0.047589001
SPU_007253,SPU_012491,0.047569595
SPU_011635,SPU_002467,0.047542011
SPU_020722,SPU_009053,0.047537853
SPU_008528,SPU_012648,0.047515813
SPU_006803,SPU_022049,0.047502644
SPU_021192,SPU_007599,0.047485456
SPU_015374,SPU_024189,0.047448446
SPU_004723,SPU_014923,0.047446367
SPU_005718,SPU_020637,0.04742502
SPU_027472,SPU_011271,0.047373178
SPU_010295,SPU_002631,0.047326604
SPU_025584,SPU_012384,0.047325218
SPU_008196,SPU_004287_1,0.047322723
SPU_000485,SPU_006637,0.047322168
SPU_012253,SPU_008112,0.047311356
SPU_016881,SPU_008595,0.047302346
SPU_017635,SPU_022633,0.047293614
SPU_002791,SPU_007611,0.047291257
SPU_012253,SPU_010722,0.047275871
SPU_005572,SPU_022573,0.04725494
SPU_006484,SPU_011271,0.047246901
SPU_019002,SPU_014643,0.047243851
SPU_012384,SPU_015605,0.04723193
SPU_015908,SPU_018126,0.047223475
SPU_023386,SPU_023065,0.047219455
SPU_008117_1,SPU_009053,0.047218069
SPU_023090,SPU_025848,0.047211554
SPU_019002,SPU_000509,0.047204207
SPU_006462,SPU_008196_1,0.047197415
SPU_013015,SPU_003179,0.047179534
SPU_002815,SPU_015712,0.047172742
SPU_002874,SPU_011001,0.047150425
SPU_018391,SPU_019024,0.047136841
SPU_014289,SPU_021726,0.047115494
SPU_003595_1,SPU_007624,0.047113831
SPU_000129,SPU_021726,0.047091791
SPU_019290,SPU_018954,0.047068088
SPU_009876,SPU_021726,0.047041474
SPU_008845,SPU_009053,0.0470369
SPU_018056,SPU_011635,0.046980345
SPU_018355_1,SPU_025848,0.046937513
SPU_025590,SPU_008377_2,0.046933909
SPU_023037,SPU_005035,0.046932939
SPU_000757,SPU_021726,0.046909374
SPU_009831,SPU_025346,0.046905354
SPU_003166,SPU_013140_1,0.046859473
SPU_016881,SPU_015767,0.046857117
SPU_007644,SPU_019508,0.046818304
SPU_004723,SPU_002320,0.046806384
SPU_015243,SPU_008196_1,0.046802502
SPU_009048,SPU_011576,0.046793077
SPU_015982,SPU_012491,0.046791968
SPU_008845,SPU_019033,0.046787116
SPU_026633,SPU_003179,0.04678171
SPU_019290,SPU_015719,0.046739017
SPU_011635,SPU_007011,0.046716977
SPU_004723,SPU_009642,0.046703532
SPU_012253,SPU_012912,0.046696601
SPU_026877,SPU_014461,0.046685928
SPU_004414,SPU_011174,0.046653492
SPU_027774,SPU_022242,0.046610383
SPU_006991,SPU_022633,0.046589868
SPU_028583,SPU_012491,0.046587927
SPU_016523,SPU_016045,0.046586957
SPU_012253,SPU_003102,0.046583491
SPU_007981,SPU_027912_1,0.046521808
SPU_026099,SPU_011576,0.046514461
SPU_001262_1,SPU_014588,0.046498382
SPU_002592,SPU_024189,0.046490897
SPU_002603,SPU_003179,0.046482164
SPU_027235,SPU_024189,0.046459709
SPU_016881,SPU_005955,0.046457352
SPU_002874,SPU_007611,0.046442936
SPU_027053,SPU_013902,0.046414659
SPU_011635,SPU_012948,0.046354778
SPU_026962,SPU_009771,0.046339391
SPU_022846,SPU_006637,0.046310421
SPU_023037,SPU_022242,0.046286856
SPU_013569,SPU_023386,0.046277569
SPU_013305,SPU_006917,0.046277292
SPU_022163,SPU_013086,0.0462005
SPU_026465,SPU_008845,0.046196341
SPU_015982,SPU_011271,0.046188024
SPU_003548,SPU_013140,0.046188024
SPU_009178,SPU_013967,0.046187747
SPU_009876,SPU_020680,0.04618747
SPU_018744,SPU_004702,0.046179569
SPU_028255,SPU_020565,0.046177212
SPU_014289,SPU_024877,0.046163212
SPU_005718,SPU_021119,0.0461524
SPU_002874,SPU_010329,0.046129529
SPU_012253,SPU_008117_1,0.046111925
SPU_008528,SPU_022242,0.046098063
SPU_000424,SPU_013015,0.046091133
SPU_004217,SPU_017470,0.046090301
SPU_021608,SPU_008112,0.04608337
SPU_021557,SPU_017635,0.04608337
SPU_017106,SPU_020637,0.04605343
SPU_014289,SPU_006637,0.046050796
SPU_010295,SPU_011687,0.046041786
SPU_021608,SPU_000440,0.046025984
SPU_000975,SPU_011576,0.045970261
SPU_006676,SPU_023065,0.045960558
SPU_018797,SPU_013140,0.04594531
SPU_008117,SPU_009053,0.045936162
SPU_013119,SPU_024307,0.045906082
SPU_017837,SPU_015605,0.045903587
SPU_006991,SPU_013140,0.045872399
SPU_025346,SPU_011635,0.045802399
SPU_025346,SPU_010329,0.04576428
SPU_002320,SPU_012490,0.045746537
SPU_023090,SPU_007611,0.045726992
SPU_014802,SPU_008936,0.04572422
SPU_002791,SPU_027912,0.045722141
SPU_012914,SPU_000440,0.045693586
SPU_022820,SPU_006420,0.045673487
SPU_023090,SPU_011001,0.045672933
SPU_004217,SPU_004702,0.04567016
SPU_011297,SPU_014418,0.04565519
SPU_014628,SPU_011711,0.045646319
SPU_011635,SPU_004723,0.045635091
SPU_022816,SPU_013140,0.04563315
SPU_002874,SPU_003490,0.045626913
SPU_012699,SPU_011576,0.04561513
SPU_006462,SPU_004287_1,0.045612219
SPU_013119,SPU_011576,0.045582417
SPU_015456,SPU_011315,0.045557051
SPU_026905,SPU_012913,0.045549427
SPU_028255,SPU_004746,0.045548041
SPU_004702,SPU_007611,0.045545269
SPU_024189,SPU_010403,0.045532932
SPU_018392,SPU_006420,0.045525585
SPU_002631,SPU_007317,0.045517269
SPU_013047,SPU_015712,0.045516298
SPU_020722,SPU_018680,0.045510892
SPU_012469,SPU_015605,0.045509506
SPU_018483,SPU_014131,0.045509368
SPU_013015,SPU_014131,0.045466951
SPU_028255,SPU_030148,0.045465427
SPU_001657,SPU_018861,0.045455585
SPU_027472,SPU_011576,0.045450734
SPU_023366,SPU_011711,0.045449625
SPU_002129,SPU_002592,0.045443526
SPU_004217,SPU_007611,0.045440753
SPU_000948,SPU_015456,0.045405129
SPU_003166,SPU_024189,0.045390713
SPU_025113,SPU_011687,0.045366456
SPU_014170,SPU_000749,0.045348436
SPU_025346,SPU_024903,0.045340396
SPU_018355_1,SPU_018850,0.045333882
SPU_012469,SPU_015466,0.045311426
SPU_004414,SPU_012491,0.045293129
SPU_027214,SPU_013202,0.045273861
SPU_016523,SPU_008595_1,0.045265267
SPU_002874,SPU_007203,0.045261941
SPU_001998,SPU_001739,0.045256257
SPU_006462,SPU_003179,0.045244614
SPU_002603,SPU_024189,0.045227148
SPU_001739,SPU_014197,0.045222851
SPU_023037,SPU_011001,0.045208297
SPU_011635,SPU_009053,0.045197901
SPU_006991,SPU_008196_1,0.045183069
SPU_006991,SPU_022049,0.045160198
SPU_021192,SPU_014418,0.045155485
SPU_024903,SPU_020311,0.045146059
SPU_023090,SPU_011635,0.045129702
SPU_002815,SPU_012491,0.045127762
SPU_012203,SPU_009474,0.045089227
SPU_015982,SPU_014197,0.045083266
SPU_002791,SPU_012948,0.045078692
SPU_002874,SPU_026465,0.045075781
SPU_012384,SPU_017837,0.045075504
SPU_002603,SPU_023014,0.045073702
SPU_015243,SPU_015982,0.044977504
SPU_021210,SPU_017348,0.04493786
SPU_024903,SPU_022816,0.044933147
SPU_011189,SPU_010329,0.044929959
SPU_012384,SPU_008112,0.044929127
SPU_027472,SPU_011297,0.044927325
SPU_028093,SPU_019024,0.044921642
SPU_006421,SPU_008563,0.044918592
SPU_017971,SPU_003378,0.044914988
SPU_006462,SPU_010305,0.044900434
SPU_012772,SPU_001739,0.044894058
SPU_026465,SPU_019508,0.044883523
SPU_002677,SPU_021726,0.044869661
SPU_019290,SPU_019656,0.044853582
SPU_021608,SPU_015358,0.044850948
SPU_012648_1,SPU_011130,0.044832097
SPU_016443,SPU_000276,0.04478178
SPU_024139,SPU_014418,0.044769443
SPU_006991,SPU_013140_1,0.044768334
SPU_024093,SPU_008595,0.044746849
SPU_003166,SPU_022049,0.044730354
SPU_018908,SPU_003179,0.044729384
SPU_005572,SPU_008377_2,0.044709562
SPU_020124,SPU_013305,0.044706789
SPU_028120,SPU_013119,0.044684472
SPU_014802,SPU_018861,0.044674908
SPU_020722,SPU_014923,0.044662294
SPU_000485,SPU_001657,0.044654254
SPU_012648,SPU_002791,0.044653284
SPU_024189,SPU_004746,0.044633878
SPU_006583,SPU_014576,0.044601304
SPU_027235,SPU_013140,0.044571086
SPU_018483,SPU_022049,0.044564571
SPU_024139,SPU_026099,0.044560828
SPU_016881,SPU_024946,0.044548214
SPU_028583,SPU_024189,0.044535462
SPU_003166,SPU_014576,0.044517303
SPU_025113,SPU_009831,0.044483204
SPU_007262,SPU_011001,0.044473917
SPU_010295,SPU_000440,0.044465877
SPU_003166,SPU_013140,0.044448135
SPU_015640,SPU_011576,0.044443422
SPU_012648,SPU_003704,0.044385758
SPU_023090,SPU_019508,0.044384511
SPU_018056,SPU_008845,0.044379798
SPU_015374,SPU_025010,0.044376471
SPU_020311,SPU_022916,0.044346807
SPU_019002,SPU_008112,0.044297738
SPU_012469,SPU_006991,0.044256708
SPU_013689_1,SPU_006808,0.04424548
SPU_012491,SPU_021726,0.044242847
SPU_007644,SPU_007262,0.044233421
SPU_012648_1,SPU_014643,0.044230926
SPU_007981,SPU_007203,0.044183242
SPU_023037,SPU_019652,0.044169797
SPU_019332,SPU_022242,0.044163282
SPU_013119,SPU_015362,0.044149698
SPU_002592,SPU_008377_2,0.044114212
SPU_016443,SPU_015640,0.044111717
SPU_006991,SPU_022573,0.04410742
SPU_008936,SPU_024877,0.044107282
SPU_002791,SPU_010329,0.044097024
SPU_011635,SPU_011001,0.044079836
SPU_026465,SPU_025848,0.044077064
SPU_012490,SPU_004287_1,0.044074846
SPU_012914,SPU_019033,0.04405641
SPU_019366,SPU_012050,0.04405336
SPU_012648,SPU_010458,0.044045321
SPU_004217,SPU_025848,0.044010529
SPU_000739,SPU_022916,0.04400138
SPU_006814,SPU_015712,0.044000964
SPU_013015,SPU_012491,0.043988766
SPU_006753,SPU_016016,0.04395536
SPU_000749,SPU_008595,0.043934291
SPU_012491,SPU_011271,0.043920152
SPU_025888,SPU_016449,0.043916825
SPU_012253,SPU_010295,0.043856112
SPU_000948,SPU_008703,0.043851954
SPU_017725,SPU_000440,0.043840171
SPU_000861,SPU_018483,0.043836429
SPU_018126,SPU_011271,0.043817023
SPU_027235,SPU_022916,0.043813696
SPU_009642,SPU_016250,0.043771834
SPU_028255,SPU_022916,0.04377128
SPU_011189,SPU_012948,0.043739814
SPU_009831,SPU_015071_1,0.043736904
SPU_005572,SPU_011130,0.043728725
SPU_006462,SPU_022573,0.04369019
SPU_012384,SPU_000509,0.043684784
SPU_022163,SPU_007957,0.043680487
SPU_001113,SPU_024307,0.043678824
SPU_011202,SPU_011576,0.043663161
SPU_000276,SPU_012050,0.04365817
SPU_011189,SPU_011687,0.043632665
SPU_008117_1,SPU_000540,0.043620883
SPU_007262,SPU_009831,0.043604804
SPU_002791,SPU_007203,0.043595655
SPU_018797,SPU_022816,0.043536467
SPU_025346,SPU_019508,0.043529536
SPU_000485,SPU_004599,0.043528011
SPU_025632,SPU_001657,0.043494883
SPU_014289,SPU_020680,0.043494189
SPU_014793,SPU_021044,0.043476724
SPU_009831,SPU_011635,0.043475061
SPU_004414,SPU_001739,0.043461338
SPU_024139,SPU_028120,0.043457318
SPU_016443,SPU_006637,0.043448031
SPU_004148,SPU_005358,0.043435278
SPU_006787,SPU_016881,0.043434585
SPU_011297,SPU_012050,0.043411021
SPU_002815,SPU_014197,0.043401734
SPU_014332,SPU_009053,0.043381773
SPU_002129,SPU_013140,0.043375951
SPU_003166,SPU_017348,0.043369575
SPU_020637,SPU_016881,0.043355298
SPU_028255,SPU_022049,0.04334809
SPU_009831,SPU_011687,0.043344902
SPU_012253,SPU_006312,0.043334644
SPU_022817,SPU_022049,0.043299991
SPU_025113,SPU_009053,0.043298743
SPU_003470,SPU_019508,0.043292505
SPU_015772,SPU_016045,0.043267555
SPU_000440,SPU_022163,0.043249258
SPU_019002,SPU_006312,0.043235673
SPU_002874,SPU_008845,0.043210307
SPU_008117,SPU_011687,0.043203792
SPU_004287_1,SPU_017348,0.043193673
SPU_013178,SPU_008752,0.04318494
SPU_014793,SPU_012253,0.043183693
SPU_002592,SPU_009079_1,0.043172327
SPU_016881,SPU_019366,0.043158881
SPU_018056,SPU_007611,0.043135871
SPU_011189,SPU_009053,0.043126029
SPU_012203,SPU_008936,0.043111752
SPU_007147,SPU_018954,0.04311092
