Gene 1,Gene 2,Confidence Score
SPU_015243,SPU_002631,-0.006819419
SPU_015719,SPU_026664,-0.006844092
SPU_003102,SPU_007108,-0.006848805
SPU_027053,SPU_027214,-0.006859756
SPU_006583,SPU_003548,-0.006865439
SPU_002592,SPU_010924_1,-0.006871399
SPU_024918,SPU_019384,-0.00689233
SPU_006676,SPU_024745,-0.006895102
SPU_028255,SPU_022697,-0.006899261
SPU_028479,SPU_028583,-0.0068994
SPU_003166,SPU_004037,-0.006910905
SPU_012914,SPU_030139,-0.006930726
SPU_017837,SPU_015071,-0.006937103
SPU_012469,SPU_006808,-0.006944172
SPU_011202,SPU_007863,-0.006956647
SPU_019332,SPU_023730,-0.006958172
SPU_004414,SPU_013861,-0.006961222
SPU_012648_1,SPU_011348,-0.006973697
SPU_027774,SPU_027015,-0.006986588
SPU_006803,SPU_009685,-0.006993519
SPU_003470,SPU_006312,-0.007016667
SPU_022817,SPU_018355,-0.007037875
SPU_004021,SPU_022892,-0.007042311
SPU_021172,SPU_012469,-0.00704245
SPU_000276,SPU_021119,-0.007075579
SPU_011202,SPU_011502,-0.007077103
SPU_006583,SPU_028746,-0.00708944
SPU_006676,SPU_022242,-0.007091658
SPU_027774,SPU_007360_1,-0.007095123
SPU_005022,SPU_020726,-0.007101361
SPU_026205,SPU_005435,-0.007112727
SPU_000948,SPU_024307,-0.007117024
SPU_001262_1,SPU_024044,-0.00715348
SPU_008752,SPU_022955_1,-0.007174549
SPU_002791,SPU_027214,-0.00717649
SPU_013119,SPU_025825,-0.00717746
SPU_003166,SPU_014836,-0.007197005
SPU_014197,SPU_014686,-0.007222371
SPU_006484,SPU_015682,-0.007247322
SPU_014628,SPU_012786,-0.007249263
SPU_009048,SPU_006333,-0.007249956
SPU_002592,SPU_011270,-0.007253144
SPU_002592,SPU_014836,-0.00725952
SPU_013015,SPU_010873,-0.007269916
SPU_002631,SPU_010295,-0.007282114
SPU_007981,SPU_027214,-0.007304293
SPU_006803,SPU_002632,-0.007304986
SPU_013689,SPU_028583,-0.00731552
SPU_011635,SPU_020124,-0.007318293
SPU_001262_1,SPU_003179,-0.007328966
SPU_006583,SPU_023839,-0.007343105
SPU_004723,SPU_025125,-0.00735461
SPU_024093,SPU_020480_1,-0.007354887
SPU_002874,SPU_027214,-0.007355303
SPU_011174,SPU_022717,-0.007366392
SPU_004021,SPU_004924,-0.007371521
SPU_002592,SPU_013178,-0.007384135
SPU_013305,SPU_013576,-0.007394531
SPU_006803,SPU_007011,-0.007404234
SPU_019002,SPU_003548,-0.007404927
SPU_027053,SPU_020123,-0.007413244
SPU_006484,SPU_003378,-0.007414214
SPU_012772,SPU_010873,-0.007421699
SPU_018954,SPU_018744,-0.007422115
SPU_008117_1,SPU_004287_1,-0.007428214
SPU_018954,SPU_019365,-0.007430986
SPU_027214,SPU_023839,-0.007431125
SPU_028479,SPU_009178,-0.007438333
SPU_018744,SPU_028148,-0.007444293
SPU_008752,SPU_022717,-0.007444986
SPU_012491,SPU_014588,-0.00744665
SPU_001262,SPU_028583,-0.007460373
SPU_001262,SPU_023140,-0.007468689
SPU_012203,SPU_011502,-0.007480887
SPU_005435,SPU_013576,-0.007488511
SPU_021172,SPU_005667,-0.007492254
SPU_017404,SPU_030139,-0.007494194
SPU_021172,SPU_022697,-0.007500848
SPU_022816,SPU_028120,-0.00750168
SPU_002874,SPU_014687,-0.007509026
SPU_022242,SPU_003595_1,-0.007510828
SPU_012469,SPU_011272_1,-0.007517482
SPU_014197,SPU_024555,-0.007525799
SPU_012699,SPU_014461,-0.007540492
SPU_028148,SPU_024044,-0.00754465
SPU_015456,SPU_014802,-0.007548809
SPU_019332,SPU_014289,-0.007578056
SPU_018954,SPU_006063,-0.007581799
SPU_013047,SPU_003548,-0.007593858
SPU_013178,SPU_016617,-0.007626294
SPU_022242,SPU_000129,-0.007626294
SPU_024307,SPU_013202,-0.007649166
SPU_019002,SPU_017511,-0.007678275
SPU_012008,SPU_013119,-0.007691582
SPU_023177,SPU_023839,-0.007697819
SPU_020311,SPU_022633,-0.007702532
SPU_000757,SPU_004024,-0.007711819
SPU_012469,SPU_026510,-0.007718889
SPU_021172,SPU_024745,-0.007725681
SPU_020124,SPU_004723,-0.00774273
SPU_015456,SPU_012632,-0.007752433
SPU_004551,SPU_004287_1,-0.007770869
SPU_018581,SPU_020124,-0.007798453
SPU_013689,SPU_014687,-0.007827978
SPU_004414,SPU_014722,-0.007833384
SPU_002592,SPU_027918,-0.007834216
SPU_011635,SPU_007087,-0.007842394
SPU_005022,SPU_020124,-0.007848632
SPU_015456,SPU_022654,-0.007852097
SPU_003102,SPU_017971,-0.007866929
SPU_021608,SPU_013611,-0.007871365
SPU_018391,SPU_003490,-0.007877048
SPU_006786,SPU_011502,-0.007877602
SPU_025346,SPU_015243,-0.007894652
SPU_002791,SPU_020282,-0.007958137
SPU_018744,SPU_010634,-0.007959385
SPU_019002,SPU_013689,-0.008024811
SPU_027935,SPU_002428,-0.008027029
SPU_013178,SPU_007611,-0.00803188
SPU_022049,SPU_002816,-0.008040336
SPU_027969,SPU_012648,-0.008043801
SPU_002592,SPU_000440,-0.008052534
SPU_025584,SPU_002592,-0.00805392
SPU_001998,SPU_007981,-0.0080919
SPU_014793,SPU_017750,-0.008105762
SPU_023037,SPU_009876,-0.008106732
SPU_018483,SPU_015071,-0.008120039
SPU_008752,SPU_014722,-0.008126277
SPU_015828,SPU_004723,-0.008127801
SPU_005435,SPU_006484,-0.008129326
SPU_012203,SPU_012632,-0.00813695
SPU_012253,SPU_016490,-0.008146653
SPU_011635,SPU_026633,-0.008155386
SPU_022678,SPU_017379,-0.008180059
SPU_014401,SPU_014684,-0.008197802
SPU_012914,SPU_018355,-0.008198356
SPU_015719,SPU_011502,-0.008206812
SPU_013569,SPU_009178,-0.008213742
SPU_028255,SPU_005667,-0.008227188
SPU_002791,SPU_006484,-0.008229683
SPU_015712,SPU_003378,-0.008232594
SPU_015108,SPU_027472,-0.008240634
SPU_002592,SPU_009911,-0.008244654
SPU_026962,SPU_014763,-0.008247564
SPU_012008,SPU_017971,-0.00824798
SPU_012772,SPU_023839,-0.008256436
SPU_003595,SPU_012772,-0.008262951
SPU_000861,SPU_002615,-0.008277228
SPU_002874,SPU_028583,-0.00828402
SPU_012469,SPU_013904,-0.008294693
SPU_007644,SPU_019089,-0.008312159
SPU_027969,SPU_004621,-0.008312713
SPU_011635,SPU_004287,-0.008320337
SPU_020123,SPU_028479,-0.008332674
SPU_026633,SPU_014836,-0.00833503
SPU_012699,SPU_021119,-0.008341545
SPU_004414,SPU_023839,-0.00835804
SPU_014836,SPU_007862,-0.008373011
SPU_001998,SPU_014722,-0.008373426
SPU_023366,SPU_017348,-0.008387011
SPU_026418,SPU_014722,-0.008392139
SPU_014401,SPU_003704,-0.008407387
SPU_015767,SPU_026962,-0.008411407
SPU_017837,SPU_018797,-0.008412377
SPU_006583,SPU_022841,-0.00841806
SPU_025584,SPU_015466,-0.008418753
SPU_000975,SPU_024093,-0.008420278
SPU_027969,SPU_014763,-0.00843608
SPU_001998,SPU_023839,-0.008463249
SPU_027472,SPU_006333,-0.008472536
SPU_006583,SPU_005667,-0.008498873
SPU_024139,SPU_013140_1,-0.00854517
SPU_002634,SPU_025584,-0.008547388
SPU_019002,SPU_012877_1,-0.008566378
SPU_008528,SPU_003490,-0.008566932
SPU_020123,SPU_022717,-0.008578576
SPU_012699,SPU_026664,-0.008589942
SPU_010305,SPU_004551,-0.008591606
SPU_015829,SPU_021382,-0.00859618
SPU_012384,SPU_005522,-0.008603111
SPU_003166,SPU_025584,-0.008619329
SPU_023037,SPU_027708,-0.008625012
SPU_026962,SPU_005708,-0.0086422
SPU_009831,SPU_018797,-0.008654398
SPU_009831,SPU_028255,-0.00869723
SPU_005435,SPU_030139,-0.008700279
SPU_015712,SPU_014588,-0.008719963
SPU_013119,SPU_023813,-0.008731884
SPU_013119,SPU_015767,-0.008735349
SPU_018483,SPU_004551,-0.008747824
SPU_022242,SPU_027708,-0.008754062
SPU_006421,SPU_006427,-0.008755864
SPU_014793,SPU_028255,-0.008758359
SPU_003595,SPU_002428,-0.008771805
SPU_018581,SPU_018908,-0.008775686
SPU_014836,SPU_022654,-0.008777904
SPU_014401,SPU_006808,-0.008781923
SPU_009771,SPU_018673,-0.008782478
SPU_024139,SPU_026877,-0.0088023
SPU_005358,SPU_014628,-0.008807706
SPU_015828,SPU_021382,-0.00883834
SPU_012203,SPU_006991,-0.008842082
SPU_013119,SPU_016881,-0.00885331
SPU_028255,SPU_026510,-0.008903766
SPU_012772,SPU_004217,-0.008907785
SPU_009831,SPU_020124,-0.00890834
SPU_001262_1,SPU_014687,-0.008928162
SPU_011189,SPU_004746,-0.008934954
SPU_013119,SPU_018393,-0.008941469
SPU_012645,SPU_011315,-0.008942023
SPU_014836,SPU_021210,-0.008957687
SPU_021172,SPU_023366,-0.008975291
SPU_002592,SPU_002707,-0.009031568
SPU_028255,SPU_006808,-0.009038222
SPU_011189,SPU_026633,-0.009043766
SPU_014418,SPU_020330_1,-0.009045152
SPU_015828,SPU_017441,-0.00904543
SPU_003595_1,SPU_017404_1,-0.009046123
SPU_004599,SPU_006004,-0.009079113
SPU_019089,SPU_018673,-0.009079806
SPU_016617,SPU_026664,-0.009118064
SPU_017407,SPU_015712,-0.009132202
SPU_003470,SPU_012877,-0.009133311
SPU_017407,SPU_007253,-0.009137886
SPU_017837,SPU_008752,-0.009139133
SPU_012469,SPU_024901,-0.009161034
SPU_023037,SPU_013576,-0.00916644
SPU_002592,SPU_000861,-0.009174341
SPU_014289,SPU_013569,-0.009176143
SPU_006583,SPU_011635,-0.009179747
SPU_027935,SPU_021666,-0.009183074
SPU_017642,SPU_007644,-0.009195133
SPU_024903,SPU_012913,-0.009246975
SPU_006462,SPU_015071,-0.009264163
SPU_006803,SPU_002707,-0.009288005
SPU_014722,SPU_017441,-0.009326679
SPU_003595,SPU_023065,-0.009370758
SPU_013689,SPU_013810_1,-0.009371312
SPU_025888,SPU_014752,-0.009390164
SPU_005022,SPU_000016_1,-0.009403887
SPU_014289,SPU_016449,-0.009404164
SPU_011174,SPU_022955_1,-0.00941054
SPU_015108,SPU_023463_1,-0.009411511
SPU_015829,SPU_004723,-0.009422461
SPU_000129,SPU_014628,-0.009431333
SPU_011174,SPU_001415,-0.009434936
SPU_009831,SPU_012877,-0.009435907
SPU_027774,SPU_004551,-0.009439649
SPU_007611,SPU_007360_1,-0.009455174
SPU_011297,SPU_006333,-0.009479155
SPU_020311,SPU_002836,-0.009543472
SPU_011174,SPU_023839,-0.009543888
SPU_003595,SPU_003586,-0.009550541
SPU_007644,SPU_000129,-0.009554977
SPU_021172,SPU_013611,-0.009571056
SPU_021172,SPU_011226,-0.009577294
SPU_009048,SPU_011502,-0.009590046
SPU_011174,SPU_014722,-0.00959171
SPU_015374,SPU_005708,-0.009592125
SPU_014722,SPU_019508,-0.009594759
SPU_028255,SPU_011720,-0.009607789
SPU_028255,SPU_014836,-0.009613888
SPU_017404,SPU_025125,-0.009637175
SPU_003595,SPU_023730,-0.009652423
SPU_003470,SPU_017750,-0.009664344
SPU_014418,SPU_012632,-0.009678759
SPU_017407,SPU_016016,-0.009697611
SPU_011297,SPU_006865,-0.009716463
SPU_018908,SPU_005435,-0.009734067
SPU_004287,SPU_028093,-0.009741829
SPU_007611,SPU_017379,-0.009742799
SPU_017492,SPU_013178,-0.009745849
SPU_002592,SPU_009646,-0.009751255
SPU_012648,SPU_000669,-0.009754166
SPU_001998,SPU_024953,-0.009757492
SPU_006583,SPU_015828,-0.00976276
SPU_011635,SPU_025849,-0.009779671
SPU_026418,SPU_012949,-0.009790206
SPU_015374,SPU_022717,-0.009809196
SPU_020124,SPU_010329_1,-0.00981072
SPU_022242,SPU_007360_1,-0.009811552
SPU_014332,SPU_007315,-0.009814186
SPU_015829,SPU_017441,-0.009824721
SPU_028255,SPU_024901,-0.009827077
SPU_011315,SPU_004287,-0.009834146
SPU_004599,SPU_020330_1,-0.00985078
SPU_017837,SPU_028093,-0.009900543
SPU_012469,SPU_007957,-0.009908166
SPU_003378,SPU_024307,-0.009908305
SPU_013119,SPU_019366,-0.009916761
SPU_028120,SPU_026877,-0.009925632
SPU_018392,SPU_004807,-0.009929097
SPU_004414,SPU_007981,-0.009931731
SPU_001739,SPU_014461,-0.009932701
SPU_006991,SPU_011297,-0.009934087
SPU_012253,SPU_007262,-0.009935612
SPU_006803,SPU_011635,-0.009936444
SPU_001262,SPU_009876,-0.00994088
SPU_002592,SPU_009685,-0.00994781
SPU_023366,SPU_017971,-0.009954187
SPU_027053,SPU_013576,-0.009959315
SPU_021172,SPU_011687,-0.009964583
SPU_003166,SPU_007011,-0.009979553
SPU_011297,SPU_011502,-0.009988424
SPU_015828,SPU_010625,-0.00998981
SPU_017470,SPU_017656,-0.009993276
SPU_000424,SPU_024610,-0.010028345
SPU_026905,SPU_004551,-0.010035553
SPU_021172,SPU_026465,-0.010048722
SPU_017837,SPU_014628,-0.010052048
SPU_027214,SPU_015828,-0.010062583
SPU_006803,SPU_011756,-0.01009086
SPU_014722,SPU_021382,-0.010118722
SPU_012648,SPU_018850,-0.010122326
SPU_000861,SPU_018355,-0.010161554
SPU_025584,SPU_012877,-0.010167653
SPU_019332,SPU_016523,-0.010175831
SPU_006803,SPU_006871,-0.010186504
SPU_026418,SPU_001415,-0.010196485
SPU_023366,SPU_002428,-0.010206049
SPU_014418,SPU_011502,-0.010208267
SPU_027935,SPU_009048,-0.010211732
SPU_012469,SPU_007644,-0.010214089
SPU_028479,SPU_014686,-0.010220881
SPU_016881,SPU_021119,-0.010225594
SPU_026418,SPU_023839,-0.010227396
SPU_028120,SPU_006333,-0.010251376
SPU_007981,SPU_020123,-0.010251931
SPU_023037,SPU_009178,-0.010267178
SPU_015243,SPU_000861,-0.010279099
SPU_000485,SPU_011502,-0.010297257
SPU_027053,SPU_006484,-0.010299475
SPU_019290,SPU_015682,-0.010309178
SPU_026962,SPU_003595,-0.010314862
SPU_027774,SPU_027708,-0.010317357
SPU_000739,SPU_000841,-0.010330802
SPU_022846,SPU_011502,-0.010341753
SPU_005435,SPU_017379,-0.010347713
SPU_020311,SPU_007011,-0.010364901
SPU_006484,SPU_013569,-0.010371
SPU_025888,SPU_006865,-0.010374743
SPU_008845,SPU_019024_1,-0.010384862
SPU_012384,SPU_009646,-0.01038708
SPU_015374,SPU_008953_1,-0.010397753
SPU_023894,SPU_003704,-0.010402743
SPU_023177,SPU_019332,-0.010406624
SPU_006808,SPU_007863,-0.010407317
SPU_018391,SPU_002467,-0.01042104
SPU_011174,SPU_026390,-0.010425337
SPU_006583,SPU_024901_1,-0.010428248
SPU_013119,SPU_016786,-0.010428387
SPU_026418,SPU_010329_1,-0.01046013
SPU_007644,SPU_020123,-0.01047205
SPU_012546,SPU_007108,-0.010478565
SPU_026099,SPU_011502,-0.010482308
SPU_007262,SPU_014752,-0.010485357
SPU_011297,SPU_009847,-0.010487991
SPU_012253,SPU_002836,-0.010499357
SPU_012772,SPU_011226,-0.010524863
SPU_027774,SPU_009876,-0.01052708
SPU_012772,SPU_024745,-0.010528744
SPU_021192,SPU_013140_1,-0.010531793
SPU_026418,SPU_007981,-0.010543853
SPU_004702,SPU_017379,-0.010545655
SPU_021172,SPU_015071,-0.010589457
SPU_002592,SPU_007957,-0.010618566
SPU_005022,SPU_004148,-0.010623695
SPU_027969,SPU_013861,-0.010684962
SPU_018581,SPU_015243,-0.010691754
SPU_012469,SPU_021382,-0.010695081
SPU_012253,SPU_007011,-0.010697715
SPU_028255,SPU_027918,-0.010698547
SPU_015456,SPU_007108,-0.010701596
SPU_011174,SPU_028746,-0.010709636
SPU_019002,SPU_025584,-0.010724467
SPU_018483,SPU_012469,-0.010724883
SPU_026418,SPU_028746,-0.010745537
SPU_012203,SPU_015243,-0.010750111
SPU_014418,SPU_014802,-0.010779082
SPU_017725,SPU_014628,-0.010784072
SPU_028255,SPU_018673,-0.010794329
SPU_004702,SPU_023730,-0.010797795
SPU_027969,SPU_021382,-0.010800428
SPU_028255,SPU_004037,-0.010803339
SPU_026962,SPU_008953_1,-0.010805418
SPU_003470,SPU_009756,-0.010827042
SPU_004414,SPU_005708,-0.010841735
SPU_012008,SPU_021119,-0.01084631
SPU_023366,SPU_002025_1,-0.010859894
SPU_023037,SPU_000129,-0.010865854
SPU_014197,SPU_013569,-0.010867795
SPU_027969,SPU_025848,-0.010868488
SPU_015829,SPU_026390,-0.010875973
SPU_028255,SPU_012384,-0.010879993
SPU_011297,SPU_014461,-0.010909241
SPU_013119,SPU_007147,-0.010912983
SPU_011635,SPU_014752,-0.010915478
SPU_028827,SPU_013178,-0.010919914
SPU_017379,SPU_004148,-0.010923934
SPU_016617,SPU_013689_1,-0.010948469
SPU_026418,SPU_022955_1,-0.0109493
SPU_028255,SPU_019365,-0.010972726
SPU_012469,SPU_002554,-0.010977716
SPU_017470,SPU_012912,-0.010983815
SPU_003595,SPU_007624,-0.010999201
SPU_010635,SPU_015828,-0.011032885
SPU_008117,SPU_025125,-0.011034825
SPU_020565,SPU_014628,-0.011042726
SPU_026962,SPU_014628,-0.011043004
SPU_027774,SPU_000129,-0.011044528
SPU_003470,SPU_030148,-0.011058251
SPU_014332,SPU_007863,-0.011062964
SPU_004021,SPU_014802,-0.011063796
SPU_025346,SPU_012469,-0.011116747
SPU_006583,SPU_005737,-0.011120351
SPU_012645,SPU_004037,-0.011132687
SPU_021172,SPU_000578,-0.011155974
SPU_018392,SPU_023090,-0.011171638
SPU_026633,SPU_008845,-0.011196173
SPU_004551,SPU_003378,-0.01120047
SPU_017971,SPU_012632,-0.011204074
SPU_019002,SPU_021210,-0.011216965
SPU_028583,SPU_015828,-0.011236787
SPU_028255,SPU_011687,-0.011239143
SPU_014793,SPU_020124,-0.011267975
SPU_007599,SPU_011502,-0.011272688
SPU_017379,SPU_000806,-0.011273104
SPU_022846,SPU_013140_1,-0.011313025
SPU_007981,SPU_016523,-0.011317322
SPU_014197,SPU_007108,-0.011322312
SPU_006583,SPU_018392,-0.011324391
SPU_015108,SPU_006333,-0.011329797
SPU_018954,SPU_008698,-0.011345045
SPU_022846,SPU_026877,-0.011347401
SPU_011174,SPU_004723,-0.011353084
SPU_018581,SPU_026205,-0.011354055
SPU_008703,SPU_019825,-0.011378589
SPU_018355_1,SPU_014687,-0.011393976
SPU_026905,SPU_020680,-0.011394946
SPU_002791,SPU_020123,-0.011436392
SPU_015829,SPU_010625,-0.01144152
SPU_003595,SPU_014588,-0.011467303
SPU_019002,SPU_022654,-0.011476451
SPU_019366,SPU_021119,-0.011551858
SPU_017642,SPU_013611,-0.01156059
SPU_002874,SPU_020123,-0.011582214
SPU_014576,SPU_022473,-0.011585402
SPU_020565,SPU_014684,-0.011595383
SPU_020124,SPU_019508,-0.011604392
SPU_009831,SPU_020123,-0.011605501
SPU_014418,SPU_009474,-0.011611739
SPU_006803,SPU_008845,-0.01162269
SPU_026418,SPU_008698,-0.011641957
SPU_010424,SPU_010634,-0.011676749
SPU_003166,SPU_008845,-0.011703918
SPU_008752,SPU_002707,-0.011727205
SPU_026465,SPU_014687,-0.011728452
SPU_019002,SPU_007862,-0.011746334
SPU_011635,SPU_020123,-0.011766433
SPU_027969,SPU_024901,-0.011768789
SPU_015828,SPU_018355,-0.01177475
SPU_012384,SPU_007863,-0.011784037
SPU_006803,SPU_009831,-0.011806354
SPU_000129,SPU_018797,-0.011824097
SPU_017404_1,SPU_006242,-0.011828116
SPU_007147,SPU_006197,-0.011835463
SPU_025584,SPU_012912,-0.011871919
SPU_014793,SPU_018908,-0.011896453
SPU_027969,SPU_026390,-0.011909344
SPU_022678,SPU_027362,-0.011922651
SPU_002592,SPU_006871,-0.011930275
SPU_004599,SPU_016792,-0.011945939
SPU_011174,SPU_008698,-0.011998474
SPU_003470,SPU_000739,-0.011999028
SPU_017642,SPU_013861,-0.012004711
SPU_019089,SPU_007315,-0.012005682
SPU_018954,SPU_012949,-0.012033959
SPU_008117_1,SPU_009079_1,-0.012040474
SPU_027472,SPU_011272_1,-0.012047543
SPU_027774,SPU_006484,-0.012084969
SPU_012253,SPU_009646,-0.012167999
SPU_006583,SPU_012948,-0.012178395
SPU_014418,SPU_023366,-0.012191425
SPU_017404,SPU_017379,-0.012197247
SPU_006814,SPU_003378,-0.012209306
SPU_012384,SPU_007262,-0.012211663
SPU_027015,SPU_022846,-0.012212356
SPU_012469,SPU_024901_1,-0.012223168
SPU_017837,SPU_030148,-0.012232455
SPU_023730,SPU_007108,-0.01224396
SPU_008845,SPU_004807,-0.012244792
SPU_009831,SPU_018483,-0.012269049
SPU_015828,SPU_026390,-0.012293723
SPU_022242,SPU_023757,-0.012329069
SPU_007253,SPU_002467,-0.012338218
SPU_014722,SPU_010625,-0.012348614
SPU_022242,SPU_006484,-0.012366634
SPU_018954,SPU_019332,-0.012399208
SPU_017470,SPU_026633,-0.012406278
SPU_025584,SPU_015243,-0.012416119
SPU_006676,SPU_005435,-0.012435109
SPU_023037,SPU_003586,-0.01247309
SPU_027969,SPU_022717,-0.012517446
SPU_020722,SPU_004806,-0.01252507
SPU_012469,SPU_009646,-0.012541843
SPU_017579,SPU_023757,-0.012552932
SPU_003166,SPU_014923,-0.012554872
SPU_025888,SPU_015682,-0.012571783
SPU_027598,SPU_028148,-0.012594793
SPU_016449,SPU_009048,-0.012605189
SPU_014793,SPU_012877,-0.012609625
SPU_000129,SPU_018908,-0.01261115
SPU_017404_1,SPU_023730,-0.012620714
SPU_002592,SPU_011711,-0.012627922
SPU_014836,SPU_027144,-0.012649962
SPU_003595,SPU_023140,-0.012654675
SPU_021608,SPU_009646,-0.012658695
SPU_006917,SPU_003378,-0.012666596
SPU_012913,SPU_011064,-0.012683368
SPU_023037,SPU_012772,-0.012684477
SPU_003595,SPU_013967,-0.012686279
SPU_005358,SPU_000509,-0.012729388
SPU_004021,SPU_009474,-0.012742972
SPU_022242,SPU_019089,-0.01277624
SPU_013119,SPU_024093,-0.012822676
SPU_015828,SPU_005035,-0.012822953
SPU_018126,SPU_028093,-0.012827388
SPU_000739,SPU_012253,-0.012857606
SPU_015829,SPU_018355,-0.01286523
SPU_000975,SPU_019656,-0.012866478
SPU_018581,SPU_024903,-0.012872438
SPU_023366,SPU_014131,-0.012872577
SPU_014836,SPU_002025_1,-0.012904181
SPU_011174,SPU_018673,-0.012909864
SPU_018861,SPU_012913,-0.012912498
SPU_025584,SPU_024903,-0.012917904
SPU_011297,SPU_012632,-0.012941607
SPU_025346,SPU_015466,-0.012949369
SPU_008117_1,SPU_014576,-0.012950755
SPU_014793,SPU_018483,-0.012958795
SPU_001657,SPU_021210,-0.012962399
SPU_012772,SPU_019332,-0.012963647
SPU_003470,SPU_008112,-0.012969468
SPU_006583,SPU_018373,-0.012970161
SPU_020123,SPU_013305,-0.012978062
SPU_027935,SPU_007011,-0.012998855
SPU_000975,SPU_000276,-0.013017983
SPU_003470,SPU_002632,-0.013037805
SPU_021172,SPU_018673,-0.013082994
SPU_027969,SPU_018373,-0.013093528
SPU_002634,SPU_018908,-0.013102261
SPU_027472,SPU_015682,-0.01311335
SPU_007262,SPU_004746,-0.013116261
SPU_019002,SPU_022816,-0.013122499
SPU_013569,SPU_009771,-0.013153271
SPU_011297,SPU_015682,-0.013162836
SPU_018954,SPU_010426,-0.013162836
SPU_012469,SPU_012948,-0.013171014
SPU_013119,SPU_012050,-0.013174063
SPU_011174,SPU_010873,-0.01318543
SPU_009642,SPU_020124,-0.013211489
SPU_010424,SPU_009474,-0.013239905
SPU_011174,SPU_010329_1,-0.013292302
SPU_022049,SPU_003084,-0.013299925
SPU_018797,SPU_020565,-0.013331945
SPU_018483,SPU_007957,-0.013351351
SPU_018581,SPU_008377_2,-0.013365629
SPU_014722,SPU_005035,-0.013415391
SPU_019332,SPU_024953,-0.0134165
SPU_006583,SPU_018391,-0.013435768
SPU_018908,SPU_003595,-0.013441867
SPU_004723,SPU_013202,-0.013480817
SPU_021172,SPU_011720,-0.013482758
SPU_003166,SPU_009831,-0.013490798
SPU_009831,SPU_023014,-0.013520045
SPU_027774,SPU_003586,-0.01352157
SPU_017470,SPU_024903,-0.013531412
SPU_027935,SPU_002603,-0.013534461
SPU_007262,SPU_030148,-0.013535986
SPU_013689,SPU_030148,-0.013536818
SPU_015829,SPU_005035,-0.013598778
SPU_005435,SPU_007360_1,-0.013654363
SPU_025346,SPU_000861,-0.013662125
SPU_007147,SPU_013305,-0.013677096
SPU_023037,SPU_014289,-0.013740858
SPU_014793,SPU_006462,-0.013775512
SPU_019332,SPU_025125,-0.013777037
SPU_012914,SPU_003937,-0.013824859
SPU_019002,SPU_014752,-0.013827215
SPU_027774,SPU_023140,-0.013848423
SPU_017837,SPU_024189,-0.013864641
SPU_007599,SPU_023366,-0.013875592
SPU_007262,SPU_013202,-0.013896106
SPU_014197,SPU_006808,-0.013921889
SPU_023037,SPU_017348,-0.013940602
SPU_015108,SPU_018797,-0.013951968
SPU_019332,SPU_013967,-0.013960839
SPU_014332,SPU_014793,-0.013962087
SPU_028255,SPU_011635,-0.013978444
SPU_012253,SPU_009831,-0.0139808
SPU_010424,SPU_015772,-0.013987592
SPU_010424,SPU_017492,-0.013988701
SPU_011297,SPU_024555,-0.014031533
SPU_018483,SPU_018908,-0.014035414
SPU_009831,SPU_022049,-0.014109711
SPU_000485,SPU_026877,-0.014155038
SPU_015982,SPU_017511,-0.014184563
SPU_028255,SPU_012786,-0.01420189
SPU_024093,SPU_006808,-0.014239177
SPU_001262,SPU_001739,-0.014246385
SPU_018392,SPU_015071_1,-0.014248049
SPU_009831,SPU_011756,-0.014265791
SPU_014722,SPU_012948,-0.014279098
SPU_026962,SPU_001262_1,-0.014279514
SPU_024307,SPU_017470,-0.0142949
SPU_008117_1,SPU_006803,-0.014338841
SPU_006421,SPU_011348,-0.014347574
SPU_028255,SPU_009642,-0.014377653
SPU_009831,SPU_026633,-0.01438999
SPU_019332,SPU_017379,-0.014412446
SPU_015828,SPU_013902,-0.014473852
SPU_000129,SPU_026962,-0.014476486
SPU_020124,SPU_019365,-0.014476901
SPU_021172,SPU_026510,-0.014481614
SPU_006808,SPU_014131,-0.014512525
SPU_012469,SPU_025346,-0.01452805
SPU_028255,SPU_007011,-0.014555634
SPU_004148,SPU_021382,-0.01456908
SPU_003179,SPU_005435,-0.014589872
SPU_000948,SPU_023065,-0.014590288
SPU_001998,SPU_004702,-0.014604704
SPU_028479,SPU_024189,-0.014619397
SPU_014332,SPU_009642,-0.014649476
SPU_017579,SPU_007863,-0.014652942
SPU_021172,SPU_009685,-0.014682467
SPU_026465,SPU_020124,-0.01469619
SPU_014722,SPU_013902,-0.014698269
SPU_015772,SPU_004037,-0.014724883
SPU_004414,SPU_004702,-0.014726962
SPU_014722,SPU_016250,-0.014762586
SPU_011189,SPU_005522,-0.014764526
SPU_008752,SPU_008563,-0.014775616
SPU_014793,SPU_000739,-0.014792527
SPU_026418,SPU_015828,-0.014834665
SPU_027015,SPU_012203,-0.014850052
SPU_015374,SPU_024953,-0.014866131
SPU_026633,SPU_007011,-0.014868487
SPU_027969,SPU_004723,-0.01488027
SPU_011576,SPU_026664,-0.014887339
SPU_012490,SPU_022633,-0.014934745
SPU_012772,SPU_018673,-0.014958587
SPU_024093,SPU_015243,-0.015065043
SPU_009642,SPU_012877,-0.015069756
SPU_015108,SPU_004287_1,-0.015103162
SPU_013119,SPU_004924,-0.015111756
SPU_019332,SPU_026277,-0.01518439
SPU_017470,SPU_007108,-0.015225004
SPU_022242,SPU_008953_1,-0.015229162
SPU_022242,SPU_004702,-0.01522944
SPU_014793,SPU_026962,-0.015237895
